source,current_name,module,kind,parameters
python,oakes_standard_errors,fast_mlsirm.inference,function,"result, responses, factor_id, config=None, mask=None, group_id=None, cluster_id=None, h=1e-05"
python,observed_information,fast_mlsirm.inference,function,"responses, factor_id, params, config=None, mask=None, backend=None, device='cpu', step=0.0001"
python,second_order_test,fast_mlsirm.inference,function,"hessian, tol=1e-08"
python,standard_errors_from_vcov,fast_mlsirm.inference,function,vcov
python,vcov_from_hessian,fast_mlsirm.inference,function,"hessian, rcond=1e-10"
python,ResidualInteractionMap,fast_mlsirm.interaction_map,class,"person_indices, item_indices, scored_person_count, scored_item_count, person_coordinates, item_coordinates, singular_values, axis_shares, residual, distance, reconstruction, unexplained, cross_share"
python,residual_interaction_map,fast_mlsirm.interaction_map,function,"observed, expected, axis_count"
python,load_factor_csv,fast_mlsirm.io,function,path
python,load_params,fast_mlsirm.io,function,path
python,save_dimensionality_diagnostics,fast_mlsirm.io,function,"diagnostics, run_dir"
python,save_fit_diagnostics,fast_mlsirm.io,function,"diagnostics, run_dir"
python,save_fit_result,fast_mlsirm.io,function,"result, run_dir"
python,save_simulation,fast_mlsirm.io,function,"data, run_dir"
python,fit_irt_experiment,fast_mlsirm.irt_contract,function,"fit_callable, responses, item_type, n_categories=None, factor_ids=None, **fit_kwargs"
python,validate_irt_experiment_readiness,fast_mlsirm.irt_contract,function,"responses, item_type, n_categories=None, min_persons=5, min_observed_per_item=3, min_item_distinct_values=2, factor_ids=None, min_items_per_factor=2"
python,validate_irt_response_matrix,fast_mlsirm.irt_contract,function,"responses, item_type, n_categories=None"
python,JudgeCalibrationCase,fast_mlsirm.judge_calibration,class,"case_id, variant, task, answer, reference_answer=None, contamination_status='unknown', gold_categories=None, metadata=<factory>, option_count=None"
python,JudgeCalibrationOutcome,fast_mlsirm.judge_calibration,class,"case, status, result=None, irt_row=None, gold_exact=None, error_type=None, error=None, evidence=None"
python,JudgeCalibrationReport,fast_mlsirm.judge_calibration,class,"category_count, criterion_ids, outcomes"
python,build_multiple_choice_calibration_cases,fast_mlsirm.judge_calibration,function,"case_id, question, options, answer, correct_option_index, replacement_distractor, reference_answer=None, contamination_status='unknown', shuffle_seed=0, gold_categories=None"
python,evaluate_paired_calibration,fast_mlsirm.judge_calibration,function,"judge, cases, criteria, category_count, category_method=None"
python,JudgeConstructPolicy,fast_mlsirm.judge_construct,class,"min_items=5, recommended_items=7, max_items=11"
python,JudgeConstructSpec,fast_mlsirm.judge_construct,class,"criterion_ids, item_type, n_categories, category_coding, meets_policy, warnings=<factory>, policy=None"
python,describe_measurement_contract,fast_mlsirm.judge_construct,function,
python,project_judge_results_to_matrix,fast_mlsirm.judge_construct,function,"results, spec"
python,validate_judge_construct,fast_mlsirm.judge_construct,function,"criterion_ids, item_type='polytomous', n_categories=None, policy=None, allow_short_form=False"
python,KsirtResult,fast_mlsirm.ksirt,class,"theta, grid, bandwidth, options, occ, expected, expected_total"
python,ksirt_analysis,fast_mlsirm.ksirt,function,"responses, kernel='gaussian', nevalpoints=51, bandwidth=None"
python,IrtLinkResult,fast_mlsirm.linking,class,"slope, intercept, criterion, n_iter, method, converged=True, termination_reason='closed_form', max_iter=0, final_objective_span=0.0, objective_tolerance=0.0, final_parameter_span=0.0, parameter_tolerance=0.0"
python,irt_link,fast_mlsirm.linking,function,"a_old, b_old, a_new, b_new, method='stocking_lord', q_theta=41"
python,link_fixed_item_parameters,fast_mlsirm.linking,function,"source, target, anchor_items, factor_id=None"
python,ContextualOrchestratorJudge,fast_mlsirm.llm_judge,class,"orchestrator, mode='auto', accept_threshold=0.7"
python,JudgeCriterion,fast_mlsirm.llm_judge,class,"criterion_id, description, weight=1.0, category_anchors=None"
python,JudgeFormatError,fast_mlsirm.llm_judge,class,"message, evidence=None"
python,LLMJudgeResult,fast_mlsirm.llm_judge,class,"score, accepted, rationale, criterion_scores, raw_output, orchestration_mode, trace_step_count, usage, criterion_categories=None, category_count=None, category_method='direct', category_anchors_provided=False"
python,LltmFit,fast_mlsirm.lltm,class,"eta, intercept, b, theta, loglik_trace, n_iter, converged, n_parameters, loglik_rasch, lr_stat, lr_df, lr_p"
python,fit_lltm,fast_mlsirm.lltm,function,"responses, q_design, fit_intercept=True, compute_lr=True, max_iter=500, tol=1e-06"
python,logit,fast_mlsirm.math,function,"p, eps=1e-06"
python,normalize_latent_positions,fast_mlsirm.math,function,params
python,sigmoid,fast_mlsirm.math,function,x
python,softplus,fast_mlsirm.math,function,x
python,standardize,fast_mlsirm.math,function,x
python,BinaryResponseCell,fast_mlsirm.measurement.binary_response,class,"state, value, observation_ref, adjudication_ref=None, _admission_token=None"
python,BinaryResponseContractError,fast_mlsirm.measurement.binary_response,class,"code, path, message"
python,BinaryResponseMatrix,fast_mlsirm.measurement.binary_response,class,"rows, _admission_token=None"
python,BinaryResponseState,fast_mlsirm.measurement.binary_response,class,*values
python,build_binary_response_cell,fast_mlsirm.measurement.binary_response,function,"state, value, observation_ref, adjudication_ref=None"
python,build_binary_response_matrix,fast_mlsirm.measurement.binary_response,function,rows
python,MhrmFit,fast_mlsirm.mhrm,class,"model, family, n_cat, loading, intercept, step, theta, corr, se_loading, se_intercept, se_step, acceptance_rate, n_cycles, converged, termination_reason, final_param_change, n_parameters"
python,fit_mhrm,fast_mlsirm.mhrm,function,"responses, model=1, family='2pl', n_cat=2, max_cycles=2000, burn_in=200, mh_steps=5, proposal_sd=1.0, target_accept=0.3, tol=0.001, seed=11400714819323198485, estimate_se=True, estimate_corr=False"
python,MixedFormatFit,fast_mlsirm.mixed,class,"items, theta_eap, theta_sd, xi_eap, loglik, loglik_trace, n_iter, converged, termination_reason, n_threads"
python,MixedItemParameters,fast_mlsirm.mixed,class,"model, n_categories, slope, intercepts, thresholds, scores, location, zeta, lower_asymptote=None, upper_asymptote=None, at_bound=()"
python,fit_mixed_items,fast_mlsirm.mixed,function,"responses, item_models, n_categories=None, mask=None, latent_dim=2, q_theta=21, q_xi=7, max_iter=100, tol=1e-05, n_threads=0, require_convergence=False"
python,MixtureFit,fast_mlsirm.mixture,class,"model, n_classes, a, b, pi, class_posterior, map_class, theta, loglik_trace, n_iter, converged, n_parameters"
python,fit_mixture,fast_mlsirm.mixture,function,"responses, n_classes=2, model='rasch', n_starts=1, max_iter=500, tol=1e-06, seed=625341585"
python,ComparisonStatus,fast_mlsirm.model_comparison,class,*values
python,ModelComparisonResult,fast_mlsirm.model_comparison,class,"model_a, model_b, relation, status, bic_correction, n_cases, k_a, k_b, raw_mean_loglik_difference, omega, variance_positive, raw_z, raw_p_two_sided, z, p_two_sided, preferred_model, warning"
python,ModelRelation,fast_mlsirm.model_comparison,class,*values
python,VuongKernelError,fast_mlsirm.model_comparison,class,<no-signature>
python,compare_nonnested_models,fast_mlsirm.model_comparison,function,"loglik_a, loglik_b, k_a, k_b, model_a='A', model_b='B', relation=<ModelRelation.UNKNOWN: 'unknown'>, bic_correction=True, alpha=0.05, omega_tol=1e-12"
python,MeasurementModelRelation,fast_mlsirm.model_relation,class,*values
python,ModelComparisonProcedure,fast_mlsirm.model_relation,class,*values
python,ModelRelationEvidence,fast_mlsirm.model_relation,class,"parameter_embedding, null_on_boundary=False, unidentified_under_null=False, nonlinear_constraints=False, parameter_spaces_overlap=None, formal_distinguishability=None"
python,ModelRelationResult,fast_mlsirm.model_relation,class,"relation, required_procedure, selection_permitted, reason_code"
python,classify_model_relation,fast_mlsirm.model_relation,function,evidence
python,GeneralizationUnit,fast_mlsirm.model_validation,class,*values
python,ModelValidationPlan,fast_mlsirm.model_validation,class,"strategy, unit"
python,ValidationStrategy,fast_mlsirm.model_validation,class,*values
python,validate_group_partition,fast_mlsirm.model_validation,function,"group_ids, fold_ids"
python,validate_temporal_forward_window,fast_mlsirm.model_validation,function,"training_periods, validation_periods"
python,ConfirmatoryModel,fast_mlsirm.models,class,loading_pattern
python,ExploratoryModel,fast_mlsirm.models,class,dimensions=1
python,confirmatory,fast_mlsirm.models,function,loading_pattern
python,exploratory,fast_mlsirm.models,function,dimensions=1
python,MokkenResult,fast_mlsirm.mokken,class,"hij, hi, h, zij, zi, z, scale"
python,mokken_analysis,fast_mlsirm.mokken,function,"responses, lower_bound=0.3, alpha=0.05"
python,ContextMembership,fast_mlsirm.multilevel.contracts,class,"observation_id, context_dimension_id, context_id, membership_weight, membership_revision_fingerprint, schema_version='1.0', _membership_token=None"
python,ContextMembershipDesign,fast_mlsirm.multilevel.contracts,class,"memberships, schema_version='1.0', _design_token=None"
python,LongitudinalDesign,fast_mlsirm.multilevel.contracts,class,"occasions, state_spec, schema_version='1.0', _design_token=None"
python,LongitudinalStateKind,fast_mlsirm.multilevel.contracts,class,*values
python,LongitudinalStateSpec,fast_mlsirm.multilevel.contracts,class,"state_kind, autoregressive_coefficient, include_lagged_response_dependence, schema_version='1.0', _state_spec_token=None"
python,TemporalOccasion,fast_mlsirm.multilevel.contracts,class,"respondent_id, occasion_id, sequence_index, time_offset_milliseconds, occasion_revision_fingerprint, schema_version='1.0', _occasion_token=None"
python,build_context_membership,fast_mlsirm.multilevel.contracts,function,"observation_id, context_dimension_id, context_id, membership_weight, membership_revision_fingerprint"
python,build_context_membership_design,fast_mlsirm.multilevel.contracts,function,memberships
python,build_longitudinal_design,fast_mlsirm.multilevel.contracts,function,"occasions, state_spec"
python,build_longitudinal_state_spec,fast_mlsirm.multilevel.contracts,function,"state_kind, autoregressive_coefficient=None, include_lagged_response_dependence=False"
python,build_temporal_occasion,fast_mlsirm.multilevel.contracts,function,"respondent_id, occasion_id, sequence_index, time_offset_milliseconds, occasion_revision_fingerprint"
python,CrossedPersonEffectResult,fast_mlsirm.multilevel.estimation,class,"context_effects, effect_vector, context_keys, loglik, n_iter, converged, used_gpu, termination_reason"
python,estimate_crossed_person_effects,fast_mlsirm.multilevel.estimation,function,"responses, design, item_intercepts, item_slopes=None, person_offsets=None, prior_scale=1.0, max_iter=50, tol=1e-08, worker_count=1, device='auto'"
python,fit_hierarchical_longitudinal_irt,fast_mlsirm.multilevel.estimation,function,"design, responses, item_ids=None, worker_count=1, max_iter=250, tolerance=1e-05, hessian_step=0.001"
python,fit_longitudinal_state,fast_mlsirm.multilevel.estimation,function,"design, values, worker_count=1"
python,simulate_hierarchical_longitudinal_irt,fast_mlsirm.multilevel.estimation,function,"design, item_intercepts, population_mean=0.0, population_sd=0.7, decay_rate=0.35, seed=1"
python,weighted_contextual_effect,fast_mlsirm.multilevel.estimation,function,"design, context_effects, worker_count=1"
python,NominalResponseFit,fast_mlsirm.nominal,class,"model, slope, intercept, theta, n_cat, loglik_trace, n_iter, converged, termination_reason, final_loglik_change, n_parameters"
python,fit_nominal,fast_mlsirm.nominal,function,"responses, n_cat, model=1, q=21, max_iter=500, tol=1e-06, node_rule='gh', xi_points=4000, xi_seed=11400714819323198485"
python,linear_predictor,fast_mlsirm.objective,function,"params, factor_id, model='MLS2PLM', eps_distance=1e-08"
python,model_flags,fast_mlsirm.objective,function,model
python,neg_loglik_and_grad,fast_mlsirm.objective,function,"responses, factor_id, params, config=None, mask=None, backend='numpy', device=None"
python,prepare_response,fast_mlsirm.objective,function,"responses, mask=None"
python,validate_factor_id,fast_mlsirm.objective,function,"factor_id, n_items, n_dims"
python,ParallelAnalysisResult,fast_mlsirm.parallel_analysis,class,"retained, eigenvalues, random_eigenvalues, bias, adjusted_eigenvalues"
python,parallel_analysis,fast_mlsirm.parallel_analysis,function,"data, n_iterations=None, centile=0, seed=1"
python,PersonFitNpResult,fast_mlsirm.personfit_np,class,"g, gnormed, nci, u3, zu3, c_sato, cstar"
python,person_fit_np,fast_mlsirm.personfit_np,function,x
python,ExpectedScoreMonotonicity,fast_mlsirm.polytomous,class,"theta, expected_total, total_decrease, decreasing_intervals, monotone"
python,NominalFit,fast_mlsirm.polytomous,class,"scores, intercepts, loglik, n_iter, converged=False, termination_reason='not_fitted', loglik_trace=<factory>, final_delta=nan, stopping_tolerance=nan"
python,PolyFipcFit,fast_mlsirm.polytomous,class,"slope, cat_params, mu, sigma, loglik, n_iter, converged=False, termination_reason='not_fitted', loglik_trace=<factory>, final_delta=nan, stopping_tolerance=nan"
python,PolyLsirmFit,fast_mlsirm.polytomous,class,"model, slope, cat_params, zeta, theta_eap, theta_sd, xi_eap, loglik, n_iter"
python,PolytomousFit,fast_mlsirm.polytomous,class,"model, slope, cat_params, loglik, n_iter, converged=False, termination_reason='not_fitted', loglik_trace=<factory>, final_delta=nan, stopping_tolerance=nan, thresholds=None"
python,bifactor_expected_total_score_monotonicity,fast_mlsirm.polytomous,function,"fit, theta, q_specific"
python,cat_simulate_polytomous,fast_mlsirm.polytomous,function,"true_theta, fit, q_theta=21, se_threshold=0.3, min_items=5, max_items=30, adaptive=True, seed=0"
python,dif_polytomous,fast_mlsirm.polytomous,function,"responses, group_id, n_cat, model, q_theta, max_iter, tol, fdr_q, studied_items=None"
python,dif_polytomous_anchor_sets,fast_mlsirm.polytomous,function,"responses, group_id, n_cat, model, q_theta, max_iter, tol, fdr_q, max_rounds, min_anchor_items, reference_group=None"
python,dif_polytomous_purified,fast_mlsirm.polytomous,function,"responses, group_id, n_cat, model, q_theta, max_iter, tol, fdr_q, max_rounds, min_anchor_items"
python,expected_total_score_monotonicity,fast_mlsirm.polytomous,function,"fit, theta"
python,fit_lsirm_polytomous,fast_mlsirm.polytomous,function,"responses, n_cat, latent_dim=2, model='grm', q_theta=11, q_xi=11, max_iter=60, tol=1e-05"
python,fit_nominal_polytomous,fast_mlsirm.polytomous,function,"responses, n_cat, q_theta=21, max_iter=200, tol=1e-06"
python,fit_poly_fipc,fast_mlsirm.polytomous,function,"responses, n_cat, anchor, anchor_slope, anchor_cat_params, q_theta=21, max_iter=200, tol=1e-06"
python,fit_polytomous,fast_mlsirm.polytomous,function,"responses, n_cat, model='grm', q_theta=21, max_iter=80, tol=1e-06"
python,focal_expected_total_score_monotonicity,fast_mlsirm.polytomous,function,"fit, dimension, theta, q_nuisance"
python,information_polytomous,fast_mlsirm.polytomous,function,"fit, theta"
python,item_fit_polytomous,fast_mlsirm.polytomous,function,"responses, fit, q_theta=21, min_expected=1.0"
python,local_dependence_polytomous,fast_mlsirm.polytomous,function,"responses, fit, q_theta=21"
python,m2_polytomous,fast_mlsirm.polytomous,function,"responses, fit, q_theta=21"
python,person_fit_polytomous,fast_mlsirm.polytomous,function,"responses, fit, q_theta=21, prior_mean=0.0, prior_sd=1.0, flag_threshold=-1.645"
python,polytomous_category_probabilities,fast_mlsirm.polytomous,function,"fit, theta"
python,polytomous_expected_response,fast_mlsirm.polytomous,function,"fit, theta"
python,polytomous_information_criteria,fast_mlsirm.polytomous,function,"fit, n_persons"
python,score_polytomous,fast_mlsirm.polytomous,function,"responses, fit, q_theta=21"
python,u3_cutoff_polytomous,fast_mlsirm.polytomous,function,"fit, n_persons, alpha=0.05, n_rep=200, seed=0"
python,u3_person_fit_polytomous,fast_mlsirm.polytomous,function,"responses, n_cat, cutoff=None"
python,irtree_expand,fast_mlsirm.preprocessing,function,"responses, mapping, node_dims=None"
python,andersen_lr_test,fast_mlsirm.rasch_cml,function,"responses, group, max_iter=100, tol=1e-08"
python,fit_rasch_cml,fast_mlsirm.rasch_cml,function,"responses, max_iter=100, tol=1e-08"
python,RatingRangeEvidence,fast_mlsirm.rating_range,class,"sample_size, automated_min, automated_max, reference_min, reference_max, automated_distinct_categories, reference_distinct_categories, automated_span, reference_span, automated_sd, reference_sd, span_ratio, distinct_category_ratio, sd_ratio, lower_endpoint_gap, upper_endpoint_gap, narrower_observed_support, central_tendency_signal"
python,paired_rating_range_evidence,fast_mlsirm.rating_range,function,"automated, reference, category_count"
python,fit_reference,fast_mlsirm.reference,function,"responses, factor_id, config=None, mask=None, group_id=None, cluster_id=None, anchors=None, covariate=None"
python,AlphaCiResult,fast_mlsirm.reliability,class,"alpha, lower, upper, r_bar, df1, df2"
python,BhapkarResult,fast_mlsirm.reliability,class,"value, df, p_value, subjects, categories"
python,FinnResult,fast_mlsirm.reliability,class,"value, statistic, df2, p_value, subjects, raters"
python,GuttmanResult,fast_mlsirm.reliability,class,"lambda1, lambda2, lambda3, lambda4, lambda5, lambda6, beta, mean_split, n_splits, exhaustive"
python,IccResult,fast_mlsirm.reliability,class,"value, subjects, raters, fvalue, df1, df2, p_value, lbound, ubound"
python,KrippResult,fast_mlsirm.reliability,class,"value, subjects, raters, levels, nmatchval"
python,MaxwellResult,fast_mlsirm.reliability,class,"value, subjects, raters"
python,MeanCorResult,fast_mlsirm.reliability,class,"value, statistic, p_value, dropped, subjects, raters"
python,MeanRhoResult,fast_mlsirm.reliability,class,"value, statistic, p_value, dropped, ties, subjects, raters"
python,NCohenKappaResult,fast_mlsirm.reliability,class,"n, q1, q0, pre_ceil"
python,RaterBiasResult,fast_mlsirm.reliability,class,"value, statistic, df, p_value, subjects"
python,RobinsonResult,fast_mlsirm.reliability,class,"value, subjects, raters"
python,SeparationReliabilityResult,fast_mlsirm.reliability,class,"sep_rel, ssd, mse, sep_index"
python,StuartMaxwellResult,fast_mlsirm.reliability,class,"value, df, p_value, dropped, subjects, categories"
python,TenBergeResult,fast_mlsirm.reliability,class,"mu0, mu1, mu2, mu3"
python,bhapkar_mh,fast_mlsirm.reliability,function,table
python,cronbach_alpha,fast_mlsirm.reliability,function,data
python,feldt_alpha_ci,fast_mlsirm.reliability,function,"alpha, n_persons, n_items, level=0.95"
python,finn_coefficient,fast_mlsirm.reliability,function,"ratings, s_levels, model='oneway'"
python,guttman_lambdas,fast_mlsirm.reliability,function,"data, n_sample_splits=15000, seed=1"
python,icc,fast_mlsirm.reliability,function,"ratings, model='oneway', type='consistency', unit='single', r0=0.0, conf_level=0.95"
python,kripp_alpha,fast_mlsirm.reliability,function,"ratings, method='nominal'"
python,maxwell_re,fast_mlsirm.reliability,function,ratings
python,mean_pairwise_cor,fast_mlsirm.reliability,function,"ratings, fisher=True"
python,mean_pairwise_rho,fast_mlsirm.reliability,function,"ratings, fisher=True"
python,n_cohen_kappa,fast_mlsirm.reliability,function,"rate1, rate2, k1, k0, alpha=0.05, power=0.8, twosided=False"
python,rater_bias,fast_mlsirm.reliability,function,table
python,robinson_a,fast_mlsirm.reliability,function,ratings
python,separation_reliability,fast_mlsirm.reliability,function,"measures, se"
python,stuart_maxwell_mh,fast_mlsirm.reliability,function,table
python,tenberge_mu,fast_mlsirm.reliability,function,data
python,render_diagnostics_report,fast_mlsirm.report,function,"diagnostics_path, output_path, title=None"
python,exact_value_csv,fast_mlsirm.report_exact_values,function,source_rows
python,exact_value_disclosure,fast_mlsirm.report_exact_values,function,"source_rows, section_label"
python,exact_value_json,fast_mlsirm.report_exact_values,function,source_rows
python,exact_value_text,fast_mlsirm.report_exact_values,function,cell_value
python,ordered_column_names,fast_mlsirm.report_exact_values,function,source_rows
python,RotationCriterionInfo,fast_mlsirm.rotation,class,"name, family, orthogonal, oblique, requires_target, description"
python,RotationSolution,fast_mlsirm.rotation,class,"pattern_matrix, structure_matrix, factor_correlation, transform_matrix, criterion, mode, criterion_value, gradient_norm, iterations, converged, termination_reason, best_start_index, n_starts, converged_starts, basin_support, distinct_minima, start_values, start_converged, max_factor_correlation, normalized, worker_count, backend"
python,available_rotation_criteria,fast_mlsirm.rotation,function,
python,rotate_factor_loadings,fast_mlsirm.rotation,function,"loadings, criterion='geomin', mode=None, normalize=False, n_starts=32, seed=1, max_iter=2000, tolerance=1e-05, function_window=10, max_line_search=20, basin_tolerance=1e-08, max_threads=0, kappa=None, gamma=None, delta=None, simplimax_zeros=None, target=None, weights=None"
python,rotation_criterion_value_gradient,fast_mlsirm.rotation,function,"loadings, criterion, kappa=None, gamma=None, delta=None, simplimax_zeros=None, target=None, weights=None"
python,RotationCandidateEvidence,fast_mlsirm.rotation_selection,class,"criterion, solution, row_complexity, factor_balance, max_factor_correlation, convergence_rate, basin_support_rate, bootstrap_congruence, bootstrap_min_congruence, target_rmse, policy_score, pareto_optimal"
python,RotationSelectionResult,fast_mlsirm.rotation_selection,class,"selected_index, selected_criterion, policy, candidates, bootstrap_replicates, evidence_grade, warning"
python,select_rotation_criterion,fast_mlsirm.rotation_selection,function,"loadings, candidates, mode='oblique', policy='fully_exploratory', bootstrap_loadings=None, theory_target=None, normalize=False, n_starts=32, seed=1, max_iter=2000, tolerance=1e-05, function_window=10, max_line_search=20, basin_tolerance=1e-08, max_threads=0, kappa=None, gamma=None, delta=None, simplimax_zeros=None, target=None, weights=None"
python,RsmFit,fast_mlsirm.rsm,class,"item_location, thresholds, theta, loglik_trace, n_iter, converged, n_parameters"
python,fit_rsm,fast_mlsirm.rsm,function,"responses, n_cat=None, q_theta=41, max_iter=500, tol=1e-06"
python,RtFit,fast_mlsirm.rt,class,"alpha, beta, mu_tau, sigma_tau, tau_eap, tau_sd, loglik, n_iter, converged, loglik_trace=<factory>, termination_reason='unknown', final_loglik_change=inf"
python,fit_response_times,fast_mlsirm.rt,function,"times, max_iter=500, tol=1e-06, var_floor=0.0001, sigma_floor=0.0001, fix_sigma_tau=None, require_convergence=False"
python,fit_speed_accuracy,fast_mlsirm.rt,function,"responses, times, a, b, alpha, beta, q=21, max_iter=500, tol=1e-06, fix_sigma_tau=None, require_convergence=False"
python,rt_person_fit,fast_mlsirm.rt,function,"times, alpha, beta, alpha_level=0.05, z_fast=1.645"
python,AuditSeverity,fast_mlsirm.rubric.audit,class,*values
python,CandidateAuditFinding,fast_mlsirm.rubric.audit,class,"finding_code, severity, path, message"
python,CandidateAuditReport,fast_mlsirm.rubric.audit,class,"audit_policy_id, audit_policy_version, candidate_fingerprint, findings, lifecycle_state, schema_version='1.0'"
python,CandidateLifecycleState,fast_mlsirm.rubric.audit,class,*values
python,PilotAdmissionError,fast_mlsirm.rubric.audit,class,"code, path, message"
python,PilotCandidateRecord,fast_mlsirm.rubric.audit,class,"pilot_study_id, query_testlet_id, generator_family_id, judge_policy_id, occasion_id, item_id, candidate_fingerprint, audit_report_fingerprint, audit_policy_id, audit_policy_version, blueprint_id, rubric_id, rubric_version, lifecycle_state=<CandidateLifecycleState.PILOT: 'pilot'>, schema_version='1.0'"
python,audit_generated_item_candidate,fast_mlsirm.rubric.audit,function,"candidate, audit_policy_id='generated_item_audit', audit_policy_version='1.0.0'"
python,build_pilot_candidate_record,fast_mlsirm.rubric.audit,function,"candidate, audit_report, pilot_study_id, query_testlet_id, generator_family_id, judge_policy_id, occasion_id"
python,audit_generated_item_candidate,fast_mlsirm.rubric.audit_policy,function,candidate
python,build_pilot_candidate_record,fast_mlsirm.rubric.audit_policy,function,"candidate, audit_report, pilot_study_id, query_testlet_id, generator_family_id, judge_policy_id, occasion_id"
python,BifactorPilotDesign,fast_mlsirm.rubric.bifactor_pilot,class,"general_factor_id, binary_design, schema_version='1.0', _design_token=None"
python,build_bifactor_pilot_design,fast_mlsirm.rubric.bifactor_pilot,function,"records, general_factor_id='general_factor'"
python,BinaryAnswerKey,fast_mlsirm.rubric.candidates,class,"value, rationale"
python,CandidateValidationError,fast_mlsirm.rubric.candidates,class,"code, path, message"
python,ConstructedAnswerKey,fast_mlsirm.rubric.candidates,class,"reference_response, accepted_variants, rationale"
python,GeneratedItemCandidate,fast_mlsirm.rubric.candidates,class,"request_id, request_fingerprint, contract_id, contract_handle, contract_fingerprint, blueprint_id, blueprint_handle, blueprint_fingerprint, rubric_id, rubric_version, rubric_fingerprint, item_id, stem, stimulus, response_format, options, answer_key, scoring_guide, rubric_alignment, source_attributions, safety_notes, schema_version='1.0'"
python,GeneratedOption,fast_mlsirm.rubric.candidates,class,"option_id, text"
python,OrdinalAnswerKey,fast_mlsirm.rubric.candidates,class,"score, rationale"
python,PairwiseAnswerKey,fast_mlsirm.rubric.candidates,class,"outcome, preferred_option_id, rationale"
python,RubricAlignmentEntry,fast_mlsirm.rubric.candidates,class,"score, observable_indicators"
python,ScoreGuideEntry,fast_mlsirm.rubric.candidates,class,"score, evidence, rationale"
python,SelectedAnswerKey,fast_mlsirm.rubric.candidates,class,"option_ids, rationale"
python,SourceAttribution,fast_mlsirm.rubric.candidates,class,"source_id, evidence_span"
python,parse_generated_item_candidate,fast_mlsirm.rubric.candidates,function,"raw_json, request"
python,compile_item_blueprints,fast_mlsirm.rubric.compiler,function,"rubric, plan=None"
python,build_generation_contract,fast_mlsirm.rubric.contracts,function,"rubric, blueprint"
python,canonical_generation_contract,fast_mlsirm.rubric.contracts,function,"rubric, blueprint"
python,render_generation_prompt,fast_mlsirm.rubric.contracts,function,"rubric, blueprint"
python,DifPilotDesign,fast_mlsirm.rubric.dif_pilot,class,"binary_design, reference_group_id, focal_group_id, respondent_group_ids, schema_version='1.0', _design_token=None"
python,build_dif_pilot_design,fast_mlsirm.rubric.dif_pilot,function,"records, respondent_groups, reference_group_id, focal_group_id"
python,GenerationExecution,fast_mlsirm.rubric.generation,class,"execution_id, request_id, contract_id, provider_id, model_id, candidate, raw_response_digest, request_fingerprint='', contract_fingerprint='', schema_version='1.0'"
python,GenerationProviderError,fast_mlsirm.rubric.generation,class,"code, message"
python,GenerationRequest,fast_mlsirm.rubric.generation,class,"request_id, contract_id, contract_json, blueprint, sources, generation_seed, schema_version='1.0'"
python,ItemGenerationProvider,fast_mlsirm.rubric.generation,class,"*args, **kwargs"
python,SourceDocument,fast_mlsirm.rubric.generation,class,"source_id, content, media_type='text/plain', locale='en', schema_version='1.0'"
python,StaticFixtureProvider,fast_mlsirm.rubric.generation,class,"provider_id, model_id, response_text"
python,build_generation_request,fast_mlsirm.rubric.generation,function,"rubric, blueprint, sources=()"
python,execute_generation,fast_mlsirm.rubric.generation,function,"provider, request"
python,GTheoryPiPilotDesign,fast_mlsirm.rubric.gtheory_pilot,class,"facets_design, rater_id, occasion_id, schema_version='1.0', _design_token=None"
python,build_gtheory_pi_pilot_design,fast_mlsirm.rubric.gtheory_pilot,function,records
python,ItemBankEvidenceKind,fast_mlsirm.rubric.item_bank,class,*values
python,ItemBankEvidenceReference,fast_mlsirm.rubric.item_bank,class,"evidence_kind, evidence_id, evidence_fingerprint"
python,ItemBankLifecycleError,fast_mlsirm.rubric.item_bank,class,"code, path, message"
python,ItemBankLifecycleRecord,fast_mlsirm.rubric.item_bank,class,"item_id, item_version, candidate_fingerprint, pilot_record_fingerprint, audit_report_fingerprint, blueprint_id, rubric_id, rubric_version, lifecycle_state, policy_criticality, approved_use_ids, evidence_references, previous_record_fingerprint, transition_reason_id, suspension_concern_kinds=(), schema_version='1.0', _creation_token=None"
python,ItemBankLifecycleState,fast_mlsirm.rubric.item_bank,class,*values
python,PolicyCriticality,fast_mlsirm.rubric.item_bank,class,*values
python,build_item_bank_pilot_record,fast_mlsirm.rubric.item_bank,function,"pilot_record, item_version, policy_criticality=<PolicyCriticality.ORDINARY: 'ordinary'>"
python,ItemBankReportError,fast_mlsirm.rubric.item_bank_report,class,<no-signature>
python,build_item_bank_report,fast_mlsirm.rubric.item_bank_report,function,"records, parameter_evidence=None"
python,render_item_bank_report_html,fast_mlsirm.rubric.item_bank_report,function,"records, title='Item bank lifecycle report', parameter_evidence=None"
python,render_item_bank_report_json,fast_mlsirm.rubric.item_bank_report,function,"records, parameter_evidence=None"
python,ItemParameterEvidence,fast_mlsirm.rubric.item_parameter_evidence,class,"item_id, item_version, response_model_id, parameter_artifact_fingerprint, status, provisional_method, provisional_basis_fingerprint, calibration_evidence_fingerprint, schema_version='1.0', _creation_token=None"
python,ItemParameterStatus,fast_mlsirm.rubric.item_parameter_evidence,class,*values
python,ProvisionalParameterMethod,fast_mlsirm.rubric.item_parameter_evidence,class,*values
